OPEN 6.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thr Dec 16 2021 09:50:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-3719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-02 or -02B LED Source,1,"0,159999996423721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/2x3 LED.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,long._I_R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
79,12:43:50,"10548,5000280403",0,"15,7467720089814","0,0769480279217866","50,6571808264751","1,53962153524728","1,78098600787628","29,9360980987549",3,"2,07869574427605",1,"4,15739148855209","29,2435207366943","29,9360980987549","29,0141105651855","400,250610351563","390,445495605469","26,2521495819092","27,1505088806152","58,4076080322266","60,4063453674316","500,185180664063","499,873016357422","0,357089370489121","90,7478713989258","4,73538780212402","0,349316895008087",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66728393554687","0,00153962153524728","303,086098098755","302,393520736694","79,9796808295023","0,0319880031817896","4,24483689618974","46,7761593826209","19,6256505020057","29,5898094177246","4,16109393074472","0,0755496990967087","2,46385088831346","1,69724304243126","0,0473422330882369","4,5970313310731","0,129742003420786","57,224812433544","385,332158968623","0,0233851770135053"
80,12:43:51,"10549,0000280291",0,"15,6248306245037","0,0769865221701333","53,380620834763","1,54041992534418","1,78103303483627","29,9360752105713",3,"2,07869574427605",1,"4,15739148855209","29,2430610656738","29,9360752105713","29,013500213623","400,207641601563","390,475708007813","26,2511615753174","27,1499633789063","58,4068984985352","60,4066619873047","500,198455810547","499,929931640625","0,383298218250275","90,7477569580078","4,73538780212402","0,349316895008087",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66732818603516","0,00154041992534418","303,086075210571","302,393061065674","79,9887872746112","0,0317245867224138","4,24483131296407","46,7761568468112","19,6261934679049","29,5895681381226","4,16103608790784","0,0755868066556364","2,4637982781278","1,69723780978004","0,0473655469881611","4,84417160578064","0,136706636904785","57,2240277368987","385,401968524494","0,0231995634185278"
81,12:43:52,"10550,0000280067",0,"15,5516608003965","0,0769174789177888","54,6468838684294","1,53967887850809","1,78173983733088","29,9380855560303",3,"2,07869574427605",1,"4,15739148855209","29,24365234375","29,9380855560303","29,014368057251","400,199035644531","390,511383056641","26,249267578125","27,1476154327393","58,4006004333496","60,3992881774902","500,211669921875","499,957153320313","0,444451779127121","90,7476348876953","4,73538780212402","0,349316895008087",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66737223307292","0,00153967887850809","303,08808555603","302,39365234375","79,9931427432639","0,0318924881697572","4,24532173069266","46,7816239612907","19,6340085285514","29,5908689498901","4,16134794454285","0,0755202500881213","2,46358189336178","1,69776605118107","0,0473237309373342","4,95907546504251","0,139936724611439","57,2112285451305","385,461403486916","0,023082197394065"
Remark=,"""12:44:00 Lamp: ParIn ->  200 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:47:15 Flow: Fixed -> 500 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,12:47:27,"10764,500028085",0,"8,66475572196636","0,0429761575700029","61,3690352886425","0,90030066461032","1,85020199695099","29,9492588043213",3,"2,07869574427605",1,"4,15739148855209","29,286096572876","29,9492588043213","29,0168190002441","399,93115234375","394,520660400391","25,8998966217041","26,4256591796875","57,4769630432129","58,6437339782715","500,136199951172","200,531616210938","0,0731637179851532","90,7393188476563","4,77377271652222","0,367031216621399",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66712066650391","0,00090030066461032","303,099258804321","302,436096572876","32,0850578765931","-0,130839623791202","4,24804831101615","46,8159598833695","20,390300703682","29,6176776885986","4,16777961034339","0,0425364460316124","2,39784631406516","1,76993329627823","0,026624437497491","5,5685844604292","0,155553413163104","55,2527804166215","391,707016254328","0,0122221922356026"
83,12:47:28,"10765,5000280626",0,"8,64269908920354","0,0429572968205492","62,0850392409427","0,899678640384351","1,84973520029401","29,946964263916",3,"2,07869574427605",1,"4,15739148855209","29,2864227294922","29,946964263916","29,0154838562012","399,957794189453","394,560302734375","25,8991813659668","26,4246158599854","57,4743270874023","58,6403465270996","500,103240966797","200,501983642578","0,0131038026884198","90,739372253418","4,77377271652222","0,367031216621399",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66701080322266","0,000899678640384351","303,096964263916","302,436422729492","32,0803166657615","-0,130384617887248","4,2474882554668","46,8097601954349","20,3851443354496","29,6166934967041","4,16754334042815","0,0425179691731512","2,39775305517278","1,76979028525536","0,0266128554239989","5,63355748705196","0,157352472640258","55,2581385162692","391,753820880897","0,0121908055000398"
84,12:47:29,"10766,5000280403",0,"8,80667365495109","0,0426698999909892","53,8915888851598","0,894063831462088","1,85045276048738","29,9487648010254",3,"2,07869574427605",1,"4,15739148855209","29,2855644226074","29,9487648010254","29,0144996643066","400,097320556641","394,602844238281","25,8992767333984","26,4214267730713","57,4776611328125","58,6364555358887","500,109924316406","200,482986450195","0,0218398589640856","90,7397994995117","4,77377271652222","0,367031216621399",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66703308105469","0,000894063831462088","303,098764801025","302,435564422607","32,0772771150482","-0,12859432888707","4,2479277283669","46,8143830138148","20,3929562407435","29,6171646118164","4,1676564371672","0,0422364014782752","2,39747496787952","1,77018146928768","0,0264363587614672","4,89011197014952","0,136571719317404","55,2423168728149","391,743116096988","0,0124188795323165"
Remark=,"""12:47:42 Lamp: ParIn ->  100 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:51:29 Flow: Fixed -> 500 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,12:51:44,"11021,5000280179",0,"5,63577739599316","0,0277181820760336","61,7285782554084","0,595646732348871","1,89117224281469","30,0076084136963",3,"2,07869574427605",1,"4,15739148855209","29,3180522918701","30,0076084136963","29,012134552002","400,354949951172","396,832855224609","25,7835540771484","26,1314849853516","57,1129913330078","57,8836860656738","500,169647216797","99,2728576660156","0,387665331363678","90,7388076782227","4,7950496673584","0,369917690753937",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66723215738932","0,000595646732348871","303,157608413696","302,46805229187","15,8836568715351","-0,156793229880187","4,26231203324687","46,973419006803","20,8419340214515","29,6628303527832","4,17863174283879","0,0275346032267164","2,37113979043218","1,80749195240662","0,0172255268059157","5,60117759056762","0,155553093557411","54,2520278026326","395,002789543872","0,0077405112082863"
86,12:51:45,"11022,0000280067",0,"5,64209538870925","0,0277103202366943","61,3391209019985","0,595335810362276","1,89072106829584","30,0060367584229",3,"2,07869574427605",1,"4,15739148855209","29,3184223175049","30,0060367584229","29,0125999450684","400,420684814453","396,89501953125","25,7844867706299","26,1322193145752","57,113826751709","57,8840713500977","500,193359375","99,2103805541992","0,32214343547821","90,7388000488281","4,7950496673584","0,369917690753937",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66731119791667","0,000595335810362276","303,156036758423","302,468422317505","15,8736605338679","-0,156566326374991","4,2619272915132","46,9691828547412","20,836963540166","29,6622295379639","4,17848717959488","0,0275268451666237","2,37120622321736","1,80728095637752","0,0172206687737563","5,56583822669734","0,154547469440263","54,2588101656902","395,062902253931","0,00774897822311651"
87,12:51:45,"11022,5000279956",0,"5,65034890344684","0,0276473293053353","60,1865645417173","0,593980241860323","1,89069287317832","30,0058517456055",3,"2,07869574427605",1,"4,15739148855209","29,3188934326172","30,0058517456055","29,0131988525391","400,476165771484","396,945892333984","25,7850036621094","26,1319408416748","57,1136093139648","57,8820762634277","500,198669433594","99,2357940673828","0,29593151807785","90,7391128540039","4,7950496673584","0,369917690753937",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66732889811198","0,000593980241860323","303,155851745605","302,468893432617","15,8777266958864","-0,155963198036672","4,2618820023052","46,9685218232453","20,8365809815705","29,6623725891113","4,17852159901945","0,0274646846869733","2,37118912912688","1,80733246989256","0,0171817444969621","5,46127547224568","0,151624102186394","54,2583400437737","395,111094951862","0,00775930000666102"
Remark=,"""12:51:55 Lamp: ParIn ->  50 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:56:30 Flow: Fixed -> 500 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,12:56:46,"11324,0000279844",0,"2,41002984134746","0,015482451779618","139,265109886917","0,344070947625448","1,94836985613511","30,3616199493408",3,"2,07869574427605",1,"4,15739148855209","29,1847515106201","30,3616199493408","28,5856990814209","400,241058349609","398,713562011719","26,2685680389404","26,4694366455078","58,6266632080078","59,0749664306641","500,272674560547","49,7246932983398","0,0709791406989098","90,7227249145508","5,04412031173706","0,374819964170456",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66757558186849","0,000344070947625448","303,511619949341","302,33475151062","7,95595074990501","-0,179274231633966","4,34974927556864","47,9455316147696","21,4760949692618","29,7731857299805","4,2052586225906","0,015425007841331","2,40137941943354","1,80387920315707","0,00964577447494219","12,6345102544654","0,349286112025513","53,6488910486934","397,93097026043","0,0032491923988206"
89,12:56:46,"11324,5000279732",0,"2,39244850264725","0,0155097283424437","141,472212944834","0,344745597372172","1,94877222795247","30,363374710083",3,"2,07869574427605",1,"4,15739148855209","29,1853866577148","30,363374710083","28,5861148834229","400,221435546875","398,704315185547","26,2684555053711","26,4697189331055","58,6244888305664","59,073657989502","500,270141601563","49,712287902832","0,0196558311581612","90,7230758666992","5,04412031173706","0,374819964170456",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66756713867187","0,000344745597372172","303,513374710083","302,335386657715","7,95396588666813","-0,17965505710266","4,3501865468908","47,9501659895504","21,480447056445","29,7743806838989","4,20554775213234","0,0154520821963326","2,40141431893833","1,80413343319401","0,00966271402727052","12,834794308024","0,354829901650291","53,6441634728661","397,927432496614","0,0032252337510688"
90,12:56:47,"11324,5000279732",0,"2,39244850264725","0,0155097283424437","141,472212944834","0,344745597372172","1,94877222795247","30,363374710083",3,"2,07869574427605",1,"4,15739148855209","29,1853866577148","30,363374710083","28,5861148834229","400,221435546875","398,704315185547","26,2684555053711","26,4697189331055","58,6244888305664","59,073657989502","500,270141601563","49,712287902832","0,0196558311581612","90,7230758666992","5,04412031173706","0,374819964170456",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66756713867187","0,000344745597372172","303,513374710083","302,335386657715","7,95396588666813","-0,17965505710266","4,3501865468908","47,9501659895504","21,480447056445","29,7743806838989","4,20554775213234","0,0154520821963326","2,40141431893833","1,80413343319401","0,00966271402727052","12,834794308024","0,354829901650291","53,6441634728661","397,927432496614","0,0032252337510688"
Remark=,"""12:56:54 Lamp: ParIn ->  20 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:59:36 Flow: Fixed -> 500 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,12:59:54,"11512,0000279397",0,"1,31749892546829","0,00980166473235335","174,633184258739","0,203772216603386","1,82110802455828","29,8932037353516",3,"2,07869574427605",1,"4,15739148855209","28,578161239624","29,8932037353516","27,8805809020996","400,543151855469","399,704132080078","26,4838600158691","26,6028213500977","61,2154235839844","61,4903945922852","500,207824707031","20,7880077362061","0,189998388290405","90,7150650024414","5,45887565612793","0,389597326517105","0,666666686534882","-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,6673594156901","0,000203772216603386","303,043203735352","301,728161239624","3,32608116344926","-0,179476916231432","4,23438469258073","46,6778554638832","20,0750341137855","29,2356824874878","4,07694845469605","0,00977861021388215","2,41327666802245","1,66367178667361","0,00611369851507788","15,8418606616148","0,436906126914275","55,4616389599964","399,276310078162","0,00183007726454398"
92,12:59:55,"11512,5000279285",0,"1,28406706262252","0,00966308376334045","177,103708571642","0,200921472296432","1,82131353817428","29,8936748504639",3,"2,07869574427605",1,"4,15739148855209","28,5773296356201","29,8936748504639","27,8805446624756","400,573852539063","399,755554199219","26,4846382141113","26,601936340332","61,2199096679688","61,4910430908203","500,203826904297","20,8198928833008","0,114654533565044","90,7146682739258","5,45887565612793","0,389597326517105","0,666666686534882","-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66734608968099","0,000200921472296432","303,043674850464","301,72732963562","3,33118278687039","-0,178506381916216","4,23449936873159","46,6793237444789","20,0773874041468","29,235502243042","4,0769060067343","0,00964067580438601","2,41318583055731","1,66372017617699","0,00602743159407334","16,0659041731586","0,443030013495153","55,4563242701459","399,338588286984","0,00178318954135815"
93,12:59:55,"11513,0000279173",0,"1,17892137812068","0,00984409106270097","197,833546806828","0,204637577913695","1,82097965672125","29,8927955627441",3,"2,07869574427605",1,"4,15739148855209","28,5773391723633","29,8927955627441","27,8806400299072","400,551971435547","399,795806884766","26,4836597442627","26,6031322479248","61,2178993225098","61,494068145752","500,182647705078","20,8512668609619","0,14304718375206","90,7150955200195","5,45887565612793","0,389597326517105","0,666666686534882","-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66727549235026","0,000204637577913695","303,042795562744","301,727339172363","3,33620262318397","-0,179753642953533","4,23428533972346","46,6767445423569","20,0736122944321","29,2350673675537","4,0768035941907","0,00982083676689759","2,41330568300221","1,66349791118849","0,00614010800511406","17,9464890956457","0,494836472519209","55,4642053614036","399,412984178546","0,00163710094591729"
Remark=,"""13:00:04 Lamp: ParIn ->  10 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:02:47 Flow: Fixed -> 500 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,13:03:07,"11704,5000279062",0,"0,587384485437987","0,0112059344548223","304,670692578437","0,23062738743469","1,80385144929086","29,7678833007813",3,"2,07869574427605",1,"4,15739148855209","28,8038520812988","29,7678833007813","28,4443702697754","400,774566650391","400,366882324219","26,3235912322998","26,4582576751709","60,0527648925781","60,3599853515625","500,18115234375","10,1469430923462","0,282827347517014","90,713623046875","5,24540042877197","0,38375186920166","0,666666686534882","-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,6672705078125","0,00023062738743469","302,917883300781","301,953852081299","1,62351085848709","-0,168646150502842","4,2039758625134","46,3433795422442","19,8851218670733","29,28586769104","4,08878218008859","0,011175810901439","2,40012441322254","1,68865776686605","0,00698758199449639","27,6377823599907","0,760978757308188","55,5905800875397","400,17614516186","0,00081596678549421"
95,13:03:08,"11705,000027895",0,"0,570150256774487","0,0113011879756731","307,788845545154","0,232850702668432","1,8059191861551","29,7768878936768",3,"2,07869574427605",1,"4,15739148855209","28,8093032836914","29,7768878936768","28,4589519500732","400,795776367188","400,397888183594","26,3233585357666","26,4593238830566","60,0336265563965","60,3437080383301","500,178100585938","10,2357883453369","0,234780177474022","90,7141571044922","5,24540042877197","0,38375186920166","0,666666686534882","-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66726033528646","0,000232850702668432","302,926887893677","301,959303283691","1,63772609864787","-0,169713602071013","4,20615444976134","46,3671226632943","19,9077987802376","29,2930955886841","4,0904889908678","0,0112705508288331","2,40023526360624","1,69025372726156","0,0070468404322777","27,9208056897934","0,768707464820654","55,5631456739173","400,212747369031","0,000791562537211516"
96,13:03:08,"11705,5000278838",0,"0,510107318460406","0,0115323740905691","317,601524246434","0,237860145836544","1,80786860727568","29,7850093841553",3,"2,07869574427605",1,"4,15739148855209","28,8145160675049","29,7850093841553","28,4714412689209","400,780639648438","400,417541503906","26,320613861084","26,4595108032227","60,009220123291","60,3258934020996","500,154602050781","10,1847505569458","0,264264971017838","90,7141342163086","5,24540042877197","0,38375186920166","0,666666686534882","-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66718200683594","0,000237860145836544","302,935009384155","301,964516067505","1,62956005268782","-0,171938395588804","4,20812022157708","46,3888043239523","19,9292935207296","29,2997627258301","4,09206393321581","0,0115004724160491","2,40025161430141","1,69181231891441","0,00719065463454264","28,8109472977952","0,793175851021842","55,5379195223094","400,251898003212","0,000707811739100554"
Remark=,"""13:03:17 Lamp: ParIn ->  0 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:06:01 Flow: Fixed -> 500 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,13:06:21,"11898,5000279062",0,"-0,97025132067162","0,0112597371497345","523,360554776047","0,240238221643214","1,86957614169956","29,9874420166016",3,"2,07869574427605",1,"4,15739148855209","29,1008377075195","29,9874420166016","28,6211166381836","400,458801269531","400,98291015625","26,1828422546387","26,3231258392334","58,7120018005371","59,0265655517578","500,231872558594","0,247946366667748","0,139777436852455","90,7111663818359","5,1709680557251","0,378658205270767","0,666666686534882","-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66743957519531","0,000240238221643214","303,137442016602","302,25083770752","0,0396714177801143","-0,177963907138935","4,25737758939227","46,9333353235856","20,6102094843522","29,5441398620605","4,15015788337446","0,0112293240319616","2,38780144769271","1,76235643568176","0,0070210536265804","47,4746463619799","1,3051941654374","54,5396857516143","401,297972927344","-0,00131865111960333"
98,13:06:21,"11899,000027895",0,"-0,983218833248839","0,0111218810231402","526,887608254622","0,237291799967429","1,86947731986347","29,9865112304688",3,"2,07869574427605",1,"4,15739148855209","29,1003856658936","29,9865112304688","28,620080947876","400,458343505859","400,990936279297","26,1831493377686","26,3217124938965","58,7142028808594","59,0249214172363","500,232269287109","0,242762595415115","0,016380038112402","90,7111434936523","5,1709680557251","0,378658205270767","0,666666686534882","-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,6674408976237","0,000237291799967429","303,136511230469","302,250385665894","0,0388420143982318","-0,176828998493926","4,25714995889598","46,930837766298","20,6091252724016","29,5434484481812","4,14999250988709","0,0110922070778925","2,38767263903251","1,76231987085459","0,00693528934925431","47,7945774374123","1,31396388442964","54,5382469134611","401,310209897993","-0,00133619903444073"
99,13:06:22,"11899,5000278838",0,"-0,990122067170646","0,0112403732816086","526,384110231518","0,239873469410924","1,8699435721883","29,9885082244873",3,"2,07869574427605",1,"4,15739148855209","29,1009006500244","29,9885082244873","28,6208381652832","400,452789306641","400,988891601563","26,1818752288818","26,3219432830811","58,7096290588379","59,0237159729004","500,241546630859","0,315300643444061","0,0120122106745839","90,7111892700195","5,1709680557251","0,378658205270767","0,666666686534882","-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66747182210286","0,000239873469410924","303,138508224487","302,250900650024","0,0504481018234468","-0,177839082842551","4,25763835129459","46,9361981201779","20,6142548370968","29,5447044372559","4,15029292364118","0,0112100645386691","2,38769477910629","1,7625981445349","0,00700900709835222","47,748928651942","1,31271494362131","54,5332853173486","401,310406858031","-0,00134545748790216"
Remark=,"""13:06:32 Lamp: ParIn ->  1500 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:12:52 Lamp: ParIn ->  2000 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:24:46 Lamp: ParIn ->  2000 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:24:46 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:24:46 Coolers: Tleaf -> 30.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:24:46 Flow: Fixed -> 500 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
